mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va
111	111	659/2	659/2	0.5	1/8	1/8	Chord	5/8	1	1	1/8			1/8	1	1704									284		42			
111	111	330	330	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	1705											42			
111	111	661/2	661/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																			
111	111	661/2	661/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																	52		
111	111	661/2	661/2	0.16666666666666666	3/8	3/8	Chord	5/8	1	1	1/24			1/16	2/3	1706		articAccentAbove							285			52		
111	111	992/3	992/3	0.16666666666666666	5/12	5/12	Chord	5/8	1	1	1/24			1/16	2/3	1707									285			52		
111	111	1985/6	1985/6	0.16666666666666666	11/24	11/24	Chord	5/8	1	1	1/24			1/16	2/3	1708									285			52		
111	111	331	331	0.16666666666666666	1/2	1/2	Chord	5/8	1	1	1/24			1/16	2/3	1709									285			52		
111	111	1987/6	1987/6	0.16666666666666666	13/24	13/24	Chord	5/8	1	1	1/24			1/16	2/3	1710									285			52		
111	111	994/3	994/3	0.0	7/12	7/12	Spanner	5/8	1	1	0																			
111	111	994/3	994/3	0.16666666666666666	7/12	7/12	Chord	5/8	1	1	1/24			1/16	2/3	1711		articStaccatissimoAbove												
111	111	329	329	0.16666666666666666	0	0	Chord	5/8	1	2	1/24			1/16	2/3	1712														
111	111	1975/6	1975/6	0.16666666666666666	1/24	1/24	Chord	5/8	1	2	1/24			1/16	2/3	1713														
111	111	988/3	988/3	0.16666666666666666	1/12	1/12	Chord	5/8	1	2	1/24			1/16	2/3	1714														
111	111	659/2	659/2	0.16666666666666666	1/8	1/8	Chord	5/8	1	2	1/24			1/16	2/3	1715														
111	111	989/3	989/3	0.16666666666666666	1/6	1/6	Chord	5/8	1	2	1/24			1/16	2/3	1716														
111	111	1979/6	1979/6	0.16666666666666666	5/24	5/24	Chord	5/8	1	2	1/24			1/16	2/3	1717														
111	111	330	330	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	1718														
111	111	1981/6	1981/6	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	1719														
111	111	991/3	991/3	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	1720														
111	111	329	329	0.0	0	0	Spanner	5/8	2	1	0																			
111	111	329	329	0.0	0	0	Spanner	5/8	2	1	0															40				
111	111	329	329	0.5	0	0	Chord	5/8	2	1	1/8			1/8	1	1721									286	40				
111	111	659/2	659/2	1.0	1/8	1/8	Chord	5/8	2	1	1/4			1/4	1	1722										40				
111	111	661/2	661/2	0.5	3/8	3/8	Chord	5/8	2	1	1/8			1/8	1	1723									287	40				
111	111	331	331	0.5	1/2	1/2	Chord	5/8	2	1	1/8			1/8	1	1724										40				
112	112	663/2	663/2	0.0	0	0	Spanner	5/8	1	1	0																43			
112	112	663/2	663/2	0.5	0	0	Chord	5/8	1	1	1/8			1/8	1	1725									288		43			
112	112	332	332	0.5	1/8	1/8	Chord	5/8	1	1	1/8			1/8	1	1726									288		43			
112	112	665/2	665/2	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	1727											43			
112	112	333	333	0.0	3/8	3/8	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
112	112	333	333	0.0	3/8	3/8	Spanner	5/8	1	1	0																			
112	112	333	333	0.0	3/8	3/8	Spanner	5/8	1	1	0																	53		
112	112	333	333	0.16666666666666666	3/8	3/8	Chord	5/8	1	1	1/24			1/16	2/3	1728									289			53		
112	112	1999/6	1999/6	0.16666666666666666	5/12	5/12	Chord	5/8	1	1	1/24			1/16	2/3	1729									289			53		
112	112	1000/3	1000/3	0.16666666666666666	11/24	11/24	Chord	5/8	1	1	1/24			1/16	2/3	1730									289			53		
112	112	667/2	667/2	0.0	1/2	1/2	Tempo	5/8	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	289			53		
112	112	667/2	667/2	0.16666666666666666	1/2	1/2	Chord	5/8	1	1	1/24			1/16	2/3	1731									289			53		
112	112	1001/3	1001/3	0.16666666666666666	13/24	13/24	Chord	5/8	1	1	1/24			1/16	2/3	1732									289			53		
112	112	2003/6	2003/6	0.0	7/12	7/12	Tempo	5/8	1	1	0									𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0						
112	112	2003/6	2003/6	0.0	7/12	7/12	Spanner	5/8	1	1	0																			
112	112	2003/6	2003/6	0.16666666666666666	7/12	7/12	Chord	5/8	1	1	1/24			1/16	2/3	1733														
112	112	663/2	663/2	0.16666666666666666	0	0	Chord	5/8	1	2	1/24			1/16	2/3	1734														
112	112	995/3	995/3	0.16666666666666666	1/24	1/24	Chord	5/8	1	2	1/24			1/16	2/3	1735														
112	112	1991/6	1991/6	0.16666666666666666	1/12	1/12	Chord	5/8	1	2	1/24			1/16	2/3	1736														
112	112	332	332	0.16666666666666666	1/8	1/8	Chord	5/8	1	2	1/24			1/16	2/3	1737														
112	112	1993/6	1993/6	0.16666666666666666	1/6	1/6	Chord	5/8	1	2	1/24			1/16	2/3	1738														
112	112	997/3	997/3	0.16666666666666666	5/24	5/24	Chord	5/8	1	2	1/24			1/16	2/3	1739														
112	112	665/2	665/2	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	1740														
112	112	998/3	998/3	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	1741														
112	112	1997/6	1997/6	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	1742														
112	112	663/2	663/2	0.5	0	0	Chord	5/8	2	1	1/8			1/8	1	1743									290	40				
112	112	332	332	1.0	1/8	1/8	Chord	5/8	2	1	1/4			1/4	1	1744										40				
112	112	333	333	0.5	3/8	3/8	Chord	5/8	2	1	1/8			1/8	1	1745									291	40				
112	112	667/2	667/2	0.5	1/2	1/2	Chord	5/8	2	1	1/8			1/8	1	1746										40				
113	113	334	334	0.0	0	0	Dynamic	5/8	1	1	0						pp													
113	113	334	334	0.0	0	0	Tempo	5/8	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
113	113	334	334	0.0	0	0	Spanner	5/8	1	1	0																44			
113	113	334	334	0.5	0	0	Chord	5/8	1	1	1/8			1/8	1	1747									292		44			
113	113	669/2	669/2	0.5	1/8	1/8	Chord	5/8	1	1	1/8			1/8	1	1748									292		44			
113	113	335	335	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	1749											44			
113	113	671/2	671/2	0.0	3/8	3/8	Dynamic	5/8	1	1	0						p													
113	113	671/2	671/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																			
113	113	671/2	671/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																	54		
113	113	671/2	671/2	0.5	3/8	3/8	Chord	5/8	1	1	1/8			1/8	1	1750									293			54		
113	113	336	336	0.5	1/2	1/2	Chord	5/8	1	1	1/8			1/8	1	1751									293			54		
113	113	334	334	0.16666666666666666	0	0	Chord	5/8	1	2	1/24			1/16	2/3	1752												54		
113	113	2005/6	2005/6	0.16666666666666666	1/24	1/24	Chord	5/8	1	2	1/24			1/16	2/3	1753												54		
113	113	1003/3	1003/3	0.16666666666666666	1/12	1/12	Chord	5/8	1	2	1/24			1/16	2/3	1754												54		
113	113	669/2	669/2	0.16666666666666666	1/8	1/8	Chord	5/8	1	2	1/24			1/16	2/3	1755												54		
113	113	1004/3	1004/3	0.16666666666666666	1/6	1/6	Chord	5/8	1	2	1/24			1/16	2/3	1756												54		
113	113	2009/6	2009/6	0.16666666666666666	5/24	5/24	Chord	5/8	1	2	1/24			1/16	2/3	1757												54		
113	113	335	335	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	1758												54		
113	113	2011/6	2011/6	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	1759												54		
113	113	1006/3	1006/3	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	1760												54		
113	113	671/2	671/2	0.16666666666666666	3/8	3/8	Chord	5/8	1	2	1/24			1/16	2/3	1761												54		
113	113	1007/3	1007/3	0.16666666666666666	5/12	5/12	Chord	5/8	1	2	1/24			1/16	2/3	1762												54		
113	113	2015/6	2015/6	0.16666666666666666	11/24	11/24	Chord	5/8	1	2	1/24			1/16	2/3	1763												54		
113	113	336	336	0.16666666666666666	1/2	1/2	Chord	5/8	1	2	1/24			1/16	2/3	1764												54		
113	113	2017/6	2017/6	0.16666666666666666	13/24	13/24	Chord	5/8	1	2	1/24			1/16	2/3	1765												54		
113	113	1009/3	1009/3	0.16666666666666666	7/12	7/12	Chord	5/8	1	2	1/24			1/16	2/3	1766												54		
113	113	334	334	0.0	0	0	Spanner	5/8	2	1	0															41				
113	113	334	334	0.0	0	0	Spanner	5/8	2	1	0															41				
113	113	334	334	0.5	0	0	Chord	5/8	2	1	1/8			1/8	1	1767									294	41				
113	113	669/2	669/2	1.0	1/8	1/8	Chord	5/8	2	1	1/4			1/4	1	1768										41				
113	113	671/2	671/2	0.5	3/8	3/8	Chord	5/8	2	1	1/8			1/8	1	1769									295	41				
113	113	336	336	0.5	1/2	1/2	Chord	5/8	2	1	1/8			1/8	1	1770									295	41				
114	114	673/2	673/2	0.0	0	0	Tempo	2/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	293			54		
114	114	673/2	673/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1771									293			54		
114	114	337	337	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1772									293			54		
114	114	675/2	675/2	0.0	1/4	1/4	Tempo	2/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	293			54		
114	114	675/2	675/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1773									293			54		
114	114	338	338	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1774									293			54		
114	114	673/2	673/2	0.16666666666666666	0	0	Chord	2/4	1	2	1/24			1/16	2/3	1775												54		
114	114	1010/3	1010/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24			1/16	2/3	1776												54		
114	114	2021/6	2021/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24			1/16	2/3	1777												54		
114	114	337	337	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24			1/16	2/3	1778												54		
114	114	2023/6	2023/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24			1/16	2/3	1779												54		
114	114	1012/3	1012/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24			1/16	2/3	1780												54		
114	114	675/2	675/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24			1/16	2/3	1781												54		
114	114	1013/3	1013/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24			1/16	2/3	1782												54		
114	114	2027/6	2027/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24			1/16	2/3	1783												54		
114	114	338	338	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24			1/16	2/3	1784												54		
114	114	2029/6	2029/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24			1/16	2/3	1785												54		
114	114	1015/3	1015/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24			1/16	2/3	1786												54		
114	114	673/2	673/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1787									295	41				
114	114	337	337	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1788									295	41				
114	114	675/2	675/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1789									295	41				
114	114	338	338	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1790										41				
115	115	677/2	677/2	0.0	0	0	Dynamic	5/8	1	1	0						pp													
115	115	677/2	677/2	0.0	0	0	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
115	115	677/2	677/2	0.0	0	0	Spanner	5/8	1	1	0																			
115	115	1016/3	1016/3	0.0	1/24	1/24	Spanner	5/8	1	1	0																45			
115	115	1016/3	1016/3	0.16666666666666666	1/24	1/24	Chord	5/8	1	1	1/24			1/16	2/3	1791									296		45			
115	115	2033/6	2033/6	0.16666666666666666	1/12	1/12	Chord	5/8	1	1	1/24			1/16	2/3	1792									296		45			
115	115	339	339	0.16666666666666666	1/8	1/8	Chord	5/8	1	1	1/24			1/16	2/3	1793									296		45			
115	115	2035/6	2035/6	0.16666666666666666	1/6	1/6	Chord	5/8	1	1	1/24			1/16	2/3	1794									296		45			
115	115	1018/3	1018/3	0.16666666666666666	5/24	5/24	Chord	5/8	1	1	1/24			1/16	2/3	1795											45			
115	115	679/2	679/2	0.0	1/4	1/4	Dynamic	5/8	1	1	0						p													
115	115	679/2	679/2	0.0	1/4	1/4	Tempo	5/8	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
115	115	679/2	679/2	0.0	1/4	1/4	Spanner	5/8	1	1	0																			
115	115	679/2	679/2	0.0	1/4	1/4	Spanner	5/8	1	1	0																46			
115	115	679/2	679/2	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	1796									297		46			
115	115	340	340	0.5	3/8	3/8	Chord	5/8	1	1	1/8			1/8	1	1797									297		46			
115	115	681/2	681/2	0.5	1/2	1/2	Chord	5/8	1	1	1/8			1/8	1	1798											46			
115	115	341	341	0.0	5/8	5/8	Spanner	5/8	1	1	0																			
115	115	341	341	0.0	5/8	5/8	Spanner	5/8	1	1	0																	55		
115	115	341	341	0.16666666666666666	5/8	5/8	Chord	5/8	1	1	1/24			1/16	2/3	1799		articAccentBelow							298			55		
115	115	2047/6	2047/6	0.16666666666666666	2/3	2/3	Chord	5/8	1	1	1/24			1/16	2/3	1800									298			55		
115	115	1024/3	1024/3	0.16666666666666666	17/24	17/24	Chord	5/8	1	1	1/24			1/16	2/3	1801									298			55		
115	115	683/2	683/2	0.16666666666666666	3/4	3/4	Chord	5/8	1	1	1/24			1/16	2/3	1802									298			55		
115	115	1025/3	1025/3	0.16666666666666666	19/24	19/24	Chord	5/8	1	1	1/24			1/16	2/3	1803									298			55		
115	115	2051/6	2051/6	0.16666666666666666	5/6	5/6	Chord	5/8	1	1	1/24			1/16	2/3	1804		articStaccatissimoBelow										55		
115	115	679/2	679/2	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	1805												55		
115	115	1019/3	1019/3	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	1806												55		
115	115	2039/6	2039/6	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	1807												55		
115	115	340	340	0.16666666666666666	3/8	3/8	Chord	5/8	1	2	1/24			1/16	2/3	1808												55		
115	115	2041/6	2041/6	0.16666666666666666	5/12	5/12	Chord	5/8	1	2	1/24			1/16	2/3	1809												55		
115	115	1021/3	1021/3	0.16666666666666666	11/24	11/24	Chord	5/8	1	2	1/24			1/16	2/3	1810												55		
115	115	681/2	681/2	0.16666666666666666	1/2	1/2	Chord	5/8	1	2	1/24			1/16	2/3	1811												55		
115	115	1022/3	1022/3	0.16666666666666666	13/24	13/24	Chord	5/8	1	2	1/24			1/16	2/3	1812												55		
115	115	2045/6	2045/6	0.16666666666666666	7/12	7/12	Chord	5/8	1	2	1/24			1/16	2/3	1813												55		
115	115	677/2	677/2	0.25	0	0	Chord	5/8	2	1	1/16			1/16	1	1814									299	41				
115	115	1355/4	1355/4	0.25	1/16	1/16	Chord	5/8	2	1	1/16			1/16	1	1815									299	41				
115	115	339	339	0.25	1/8	1/8	Chord	5/8	2	1	1/16			1/16	1	1816									299	41				
115	115	1357/4	1357/4	0.25	3/16	3/16	Chord	5/8	2	1	1/16			1/16	1	1817										41				
115	115	679/2	679/2	0.5	1/4	1/4	Chord	5/8	2	1	1/8			1/8	1	1818									300	41				
115	115	340	340	1.0	3/8	3/8	Chord	5/8	2	1	1/4			1/4	1	1819										41				
115	115	341	341	0.5	5/8	5/8	Chord	5/8	2	1	1/8			1/8	1	1820									301	41				
115	115	683/2	683/2	0.5	3/4	3/4	Chord	5/8	2	1	1/8			1/8	1	1821										41				
116	116	342	342	0.0	0	0	Dynamic	5/8	1	1	0						p													
116	116	342	342	0.0	0	0	Spanner	5/8	1	1	0																			
116	116	342	342	0.0	0	0	Spanner	5/8	1	1	0																47			
116	116	342	342	0.5	0	0	Chord	5/8	1	1	1/8			1/8	1	1822									302		47			
116	116	685/2	685/2	0.5	1/8	1/8	Chord	5/8	1	1	1/8			1/8	1	1823									302		47			
116	116	343	343	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	1824											47			
116	116	687/2	687/2	0.0	3/8	3/8	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
116	116	687/2	687/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																			
116	116	687/2	687/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																	56		
116	116	687/2	687/2	0.16666666666666666	3/8	3/8	Chord	5/8	1	1	1/24			1/16	2/3	1825		articAccentBelow							303			56		
116	116	1031/3	1031/3	0.16666666666666666	5/12	5/12	Chord	5/8	1	1	1/24			1/16	2/3	1826									303			56		
116	116	2063/6	2063/6	0.16666666666666666	11/24	11/24	Chord	5/8	1	1	1/24			1/16	2/3	1827									303			56		
116	116	344	344	0.16666666666666666	1/2	1/2	Chord	5/8	1	1	1/24			1/16	2/3	1828									303			56		
116	116	2065/6	2065/6	0.16666666666666666	13/24	13/24	Chord	5/8	1	1	1/24			1/16	2/3	1829									303			56		
116	116	1033/3	1033/3	0.0	7/12	7/12	Tempo	5/8	1	1	0									𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0				56		
116	116	1033/3	1033/3	0.16666666666666666	7/12	7/12	Chord	5/8	1	1	1/24			1/16	2/3	1830		articStaccatissimoBelow										56		
116	116	342	342	0.16666666666666666	0	0	Chord	5/8	1	2	1/24			1/16	2/3	1831												56		
116	116	2053/6	2053/6	0.16666666666666666	1/24	1/24	Chord	5/8	1	2	1/24			1/16	2/3	1832												56		
116	116	1027/3	1027/3	0.16666666666666666	1/12	1/12	Chord	5/8	1	2	1/24			1/16	2/3	1833												56		
116	116	685/2	685/2	0.16666666666666666	1/8	1/8	Chord	5/8	1	2	1/24			1/16	2/3	1834												56		
116	116	1028/3	1028/3	0.16666666666666666	1/6	1/6	Chord	5/8	1	2	1/24			1/16	2/3	1835												56		
116	116	2057/6	2057/6	0.16666666666666666	5/24	5/24	Chord	5/8	1	2	1/24			1/16	2/3	1836												56		
116	116	343	343	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	1837												56		
116	116	2059/6	2059/6	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	1838												56		
116	116	1030/3	1030/3	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	1839												56		
116	116	342	342	0.0	0	0	Spanner	5/8	2	1	0																			
116	116	342	342	0.0	0	0	Spanner	5/8	2	1	0															42				
116	116	342	342	0.5	0	0	Chord	5/8	2	1	1/8			1/8	1	1840									304	42				
116	116	685/2	685/2	1.0	1/8	1/8	Chord	5/8	2	1	1/4			1/4	1	1841										42				
116	116	687/2	687/2	0.5	3/8	3/8	Chord	5/8	2	1	1/8			1/8	1	1842									305	42				
116	116	344	344	0.5	1/2	1/2	Chord	5/8	2	1	1/8			1/8	1	1843										42				
117	117	689/2	689/2	0.0	0	0	StaffText	6/8	1	1	0								<i>poco rubato</i>											
117	117	689/2	689/2	0.0	0	0	Dynamic	6/8	1	1	0						p													
117	117	689/2	689/2	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0						
117	117	689/2	689/2	0.0	0	0	Spanner	6/8	1	1	0																			
117	117	689/2	689/2	0.0	0	0	Spanner	6/8	1	1	0																48			
117	117	689/2	689/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1844		articAccentBelow							306		48			
117	117	345	345	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1845									306		48			
117	117	691/2	691/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1846											48			
117	117	346	346	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=130	130.0	𝅘𝅥	130.0	0.0			48			
117	117	346	346	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1847		articAccentBelow							307		48			
117	117	693/2	693/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1848									307		48			
117	117	347	347	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1849											48			
117	117	689/2	689/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1850									308	42				
117	117	1379/4	1379/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1851									308	42				
117	117	345	345	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1852									308	42				
117	117	1381/4	1381/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1853										42				
117	117	691/2	691/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1854									309	42				
117	117	1383/4	1383/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1855									309	42				
117	117	346	346	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1856									309	42				
117	117	1385/4	1385/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1857										42				
117	117	693/2	693/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1858									310	42				
117	117	1387/4	1387/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1859									310	42				
117	117	347	347	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1860									310	42				
117	117	1389/4	1389/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1861										42				
117	117	689/2	689/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	1862		articAccentAbove								42				
117	117	691/2	691/2	1.0	1/4	1/4	Chord	6/8	2	2	1/4			1/4	1	1863		articAccentAbove								42				
117	117	693/2	693/2	1.0	1/2	1/2	Chord	6/8	2	2	1/4			1/4	1	1864		articAccentAbove								42				
118	118	695/2	695/2	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=140	140.0	𝅘𝅥	140.0	0.0			48			
118	118	695/2	695/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1865		articAccentAbove							311		48			
118	118	348	348	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1866									311		48			
118	118	697/2	697/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1867											48			
118	118	349	349	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=150	150.0	𝅘𝅥	150.0	0.0			48			
118	118	349	349	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1868		articAccentAbove							312		48			
118	118	699/2	699/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1869									312		48			
118	118	350	350	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1870											48			
118	118	695/2	695/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1871		articAccentBelow								42				
118	118	349	349	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1872		articAccentBelow								42				
118	118	699/2	699/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																			
118	118	350	350	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1873		articAccentBelow												
118	118	695/2	695/2	0.25	0	0	Chord	6/8	2	2	1/16			1/16	1	1874									313					
118	118	1391/4	1391/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16			1/16	1	1875									313					
118	118	348	348	0.25	1/8	1/8	Chord	6/8	2	2	1/16			1/16	1	1876									313					
118	118	1393/4	1393/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16			1/16	1	1877									313					
118	118	697/2	697/2	0.25	1/4	1/4	Chord	6/8	2	2	1/16			1/16	1	1878									313					
118	118	1395/4	1395/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16			1/16	1	1879														
118	118	349	349	0.25	3/8	3/8	Chord	6/8	2	2	1/16			1/16	1	1880														
118	118	1397/4	1397/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16			1/16	1	1881														
118	118	699/2	699/2	0.25	1/2	1/2	Chord	6/8	2	2	1/16			1/16	1	1882														
118	118	1399/4	1399/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16			1/16	1	1883														
118	118	350	350	0.25	5/8	5/8	Chord	6/8	2	2	1/16			1/16	1	1884														
118	118	1401/4	1401/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16			1/16	1	1885														
119	119	701/2	701/2	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=130	130.0	𝅘𝅥	130.0	0.0			48			
119	119	701/2	701/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1886		articAccentAbove							314		48			
119	119	351	351	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1887									314		48			
119	119	703/2	703/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1888											48			
119	119	352	352	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0			48			
119	119	352	352	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1889		articAccentAbove							315		48			
119	119	705/2	705/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1890									315		48			
119	119	353	353	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1891											48			
119	119	701/2	701/2	0.0	0	0	Spanner	6/8	2	1	0															43				
119	119	701/2	701/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1892										43				
119	119	351	351	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	1893		articAccentBelow								43				
119	119	352	352	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1894		articAccentBelow								43				
119	119	701/2	701/2	0.25	0	0	Chord	6/8	2	2	1/16			1/16	1	1895										43				
119	119	1403/4	1403/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16			1/16	1	1896										43				
119	119	351	351	0.25	1/8	1/8	Chord	6/8	2	2	1/16			1/16	1	1897									316	43				
119	119	1405/4	1405/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16			1/16	1	1898									316	43				
119	119	703/2	703/2	0.25	1/4	1/4	Chord	6/8	2	2	1/16			1/16	1	1899									316	43				
119	119	1407/4	1407/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16			1/16	1	1900										43				
119	119	352	352	0.25	3/8	3/8	Chord	6/8	2	2	1/16			1/16	1	1901									317	43				
119	119	1409/4	1409/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16			1/16	1	1902									317	43				
119	119	705/2	705/2	0.25	1/2	1/2	Chord	6/8	2	2	1/16			1/16	1	1903									317	43				
119	119	1411/4	1411/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16			1/16	1	1904									317	43				
119	119	353	353	0.25	5/8	5/8	Chord	6/8	2	2	1/16			1/16	1	1905									317	43				
